customer_id,product_id,transaction_type,category,amount,purchase_date,payment_mode
2632478,3708247,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
1440762,660473,Alternative Asset Purchase,Office in HongKong,31722,2/26/2023,Corporate credit card
3423024,3071204,Alternative Asset Purchase,Office in HongKong,31739,1/1/2023,Corporate credit card
12133423,10124261,Alternative Asset Purchase,Office in HongKong,31785,2/8/2023,Amex Platinum
12239554,5530578,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Amex Platinum
7725891,672693,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
9062278,10433612,Fabric Procurement,Sustainable Fabric Import,1299,1/27/2023,Corporate credit card
11416954,2245563,Alternative Asset Purchase,Office in HongKong,31793,5/30/2023,Amex Platinum
5681905,10572682,Flight Booking,Seattle to Bangalore,11693,1/1/2023,Amex Platinum
5732887,8248033,Fabric Procurement,Sustainable Fabric Import,1299,3/9/2023,Corporate credit card
7300511,11698005,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
11794868,10675055,Fabric Procurement,Sustainable Fabric Import,1299,4/4/2023,Corporate credit card
10576138,7928182,Luxury Shopping,Gucci,50696,1/1/2023,Corporate credit card
14063851,15009146,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
15351314,9586006,Flight Booking,Seattle to Bangalore,11694,1/1/2023,Amex Platinum
8719114,12235226,Alternative Asset Purchase,Office in HongKong,31795,1/1/2023,Corporate credit card
9637281,16535320,Fabric Procurement,Sustainable Fabric Import,1299,2/9/2023,Corporate credit card
1779833,854525,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
1151257,4345892,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
12330306,8387264,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
10696866,3251800,Technology Investment,IPhone,50696,1/1/2023,Corporate credit card
226359,11120958,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
16483485,6732300,Technology Investment,Gucci,50696,1/1/2023,Amex Platinum
4661194,13664536,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
5862415,16635834,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
1468350,16038313,Alternative Asset Purchase,Office in HongKong,31810,1/1/2023,Amex Platinum
1925717,6033048,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
8266845,8228412,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Amex Platinum
7573383,11230711,Luxury Shopping,Gucci,50696,1/1/2023,Corporate credit card
2779420,15521893,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
12308363,794650,Flight Booking,Seattle to Bangalore,11703,6/13/2023,Amex Platinum
16533617,3850612,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
14676677,7648722,Flight Booking,Seattle to Bangalore,11710,1/1/2023,Amex Platinum
10954167,9586060,Flight Booking,Seattle to Bangalore,11721,2/10/2023,Corporate credit card
15678441,8687042,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
2037817,10119353,Fabric Procurement,Sustainable Fabric Import,1299,2/23/2023,Amex Platinum
9636639,1584588,Fabric Procurement,Sustainable Fabric Import,1299,5/27/2023,Corporate credit card
863605,3056880,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
14584508,4696662,Technology Investment,IPhone,50696,1/1/2023,Amex Platinum
6463448,13044265,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
3687472,11973633,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
13459618,8430346,Fabric Procurement,Sustainable Fabric Import,1299,5/18/2023,Corporate credit card
5904208,1610972,Alternative Asset Purchase,Office in HongKong,31817,1/1/2023,Amex Platinum
14591464,12020000,Flight Booking,Seattle to Bangalore,11737,1/1/2023,Amex Platinum
5347154,12664962,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Amex Platinum
7722256,9150727,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
13357267,6112826,Technology Investment,Gucci,50696,1/1/2023,Corporate credit card
14742896,11213899,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
16445238,8089698,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
9063003,15024420,Fabric Procurement,Sustainable Fabric Import,1299,6/8/2023,Corporate credit card
3528617,244785,Flight Booking,Seattle to Bangalore,11745,1/11/2023,Corporate credit card
5654757,31306,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
953500,3407507,Technology Investment,IPhone,50696,1/1/2023,Amex Platinum
993159,873646,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
14302174,4891448,Technology Investment,IPhone,50696,1/1/2023,Amex Platinum
3170550,4215764,Fabric Procurement,Sustainable Fabric Import,1299,4/20/2023,Amex Platinum
15041997,8105312,Fabric Procurement,Sustainable Fabric Import,1299,3/30/2023,Amex Platinum
7021060,11586913,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
3921592,5807921,Alternative Asset Purchase,Office in HongKong,31840,1/19/2023,Amex Platinum
15058674,16079744,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
8009284,7473354,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
4983136,224103,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
13260756,1295259,Fabric Procurement,Sustainable Fabric Import,1299,6/14/2023,Corporate credit card
8552945,2825837,Fabric Procurement,Sustainable Fabric Import,1299,1/18/2023,Amex Platinum
1482875,13720268,Alternative Asset Purchase,Office in HongKong,31843,1/1/2023,Corporate credit card
14785858,8118406,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
4478358,12759073,Alternative Asset Purchase,Office in HongKong,31844,1/1/2023,Corporate credit card
6477132,9794830,Technology Investment,Gucci,50696,6/15/2023,Corporate credit card
8736305,2118717,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Amex Platinum
4691163,2935102,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
6639395,728228,Alternative Asset Purchase,Office in HongKong,31911,1/1/2023,Amex Platinum
2693036,12349458,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
5862628,1995423,Flight Booking,Seattle to Bangalore,11754,1/1/2023,Corporate credit card
4068348,10644535,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Amex Platinum
13803900,11936119,Flight Booking,Seattle to Bangalore,11756,1/1/2023,Corporate credit card
7721531,1929173,Technology Investment,IPhone,50696,1/1/2023,Corporate credit card
4639758,1027304,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
16108335,13848715,Alternative Asset Purchase,Office in HongKong,31953,6/15/2023,Corporate credit card
6071537,14342589,Fabric Procurement,Sustainable Fabric Import,1299,3/13/2023,Amex Platinum
4255272,8560833,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
9346248,5566646,Fabric Procurement,Sustainable Fabric Import,1299,1/18/2023,Corporate credit card
7754020,8192455,Alternative Asset Purchase,Office in HongKong,31998,1/1/2023,Corporate credit card
3777141,3794819,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Amex Platinum
10346614,9350276,Technology Investment,IPhone,50696,6/15/2023,Corporate credit card
1349928,11006801,Flight Booking,Seattle to Bangalore,11767,1/1/2023,Amex Platinum
8577542,14874976,Investment Contribution,Hedge Fund,11802,1/1/2023,Corporate credit card
11345965,1464733,Fabric Procurement,Sustainable Fabric Import,1299,1/10/2023,Corporate credit card
14738578,5082108,Technology Investment,IPhone,50696,1/21/2023,Corporate credit card
1002391,16355879,Fabric Procurement,Sustainable Fabric Import,1299,2/7/2023,Corporate credit card
8126231,11239130,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
7450194,3180590,Fabric Procurement,Sustainable Fabric Import,1299,5/5/2023,Amex Platinum
15483950,10026707,Investment Contribution,Hedge Fund,11834,1/1/2023,Amex Platinum
4509922,9207536,Alternative Asset Purchase,Office in HongKong,31999,6/15/2023,Corporate credit card
13292026,15234461,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
14031563,12903646,Technology Investment,IPhone,50696,6/15/2023,Corporate credit card
7174623,14914048,Fabric Procurement,Sustainable Fabric Import,1299,1/14/2023,Amex Platinum
11504038,6045364,Fabric Procurement,Sustainable Fabric Import,1299,4/3/2023,Corporate credit card
14377328,5270511,Fabric Procurement,Sustainable Fabric Import,1299,2/20/2023,Corporate credit card
11803264,2070607,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
2952184,239144,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
3638645,8723001,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
14245238,12190667,Technology Investment,Gucci,50696,1/1/2023,Corporate credit card
5681646,8500640,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
5745539,8490107,Fabric Procurement,Sustainable Fabric Import,1299,2/3/2023,Corporate credit card
12675429,14979652,Fabric Procurement,Sustainable Fabric Import,1299,5/11/2023,Corporate credit card
16013058,9121237,Fabric Procurement,Sustainable Fabric Import,1299,5/14/2023,Corporate credit card
14686952,14202372,Technology Investment,Gucci,50696,6/15/2023,Amex Platinum
11304489,13655189,Alternative Asset Purchase,Office in HongKong,32009,1/1/2023,Amex Platinum
12539855,10723958,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
3872475,13238098,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
4635542,7508873,Luxury Shopping,Gucci,50696,1/1/2023,Corporate credit card
11296291,15597019,Investment Contribution,Hedge Fund,11838,1/1/2023,Amex Platinum
3791287,9856644,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
2291222,11169322,Luxury Shopping,Gucci,50696,2/27/2023,Corporate credit card
14239566,9285737,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
15453522,5324850,Fabric Procurement,Sustainable Fabric Import,1299,1/6/2023,Amex Platinum
12980781,2435143,Fabric Procurement,Sustainable Fabric Import,1299,4/24/2023,Amex Platinum
10498924,592638,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
12385149,5310298,Investment Contribution,Hedge Fund,11860,3/31/2023,Corporate credit card
15540469,13388899,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
16480415,772401,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
2331497,14013958,Fabric Procurement,Sustainable Fabric Import,1299,4/1/2023,Amex Platinum
14965361,5595157,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
9219800,14736059,Alternative Asset Purchase,Office in HongKong,32015,1/1/2023,Corporate credit card
7048459,2832338,Investment Contribution,Hedge Fund,11862,6/15/2023,Amex Platinum
1944494,8510824,Fabric Procurement,Sustainable Fabric Import,1299,2/2/2023,Corporate credit card
5629370,4929813,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
11089127,5246061,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
3191417,3224025,Fabric Procurement,Sustainable Fabric Import,1299,1/12/2023,Amex Platinum
2127262,3861849,Investment Contribution,Hedge Fund,11904,1/1/2023,Corporate credit card
1562580,7082854,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
9130831,1201076,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
15688028,5242183,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
15229711,6482861,Fabric Procurement,Sustainable Fabric Import,1299,4/22/2023,Corporate credit card
11231208,14292471,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
14832801,12333655,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
9823761,10899685,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
5639378,10185657,Alternative Asset Purchase,Office in HongKong,32016,1/1/2023,Amex Platinum
960309,12320869,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
1962600,9979464,Technology Investment,IPhone,50696,1/1/2023,Corporate credit card
8710482,6110079,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
12552684,4145414,Luxury Shopping,Gucci,50696,4/28/2023,Amex Platinum
778995,5389091,Luxury Shopping,Gucci,50696,3/14/2023,Amex Platinum
16362998,6506894,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
11398729,6518159,Technology Investment,Gucci,50696,1/1/2023,Amex Platinum
9628504,6790969,Investment Contribution,Hedge Fund,11909,1/1/2023,Amex Platinum
9625775,1938240,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
6344821,1949191,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
3435053,11646568,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
9235510,7288362,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
3973843,15341602,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
4661265,5448939,Investment Contribution,Hedge Fund,11923,1/19/2023,Amex Platinum
12297058,6462423,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
1331196,2806373,Fabric Procurement,Sustainable Fabric Import,1299,5/29/2023,Amex Platinum
293910,5843952,Alternative Asset Purchase,Office in HongKong,32030,1/1/2023,Amex Platinum
4150733,15184256,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
10476095,14960809,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
1095008,11210748,Technology Investment,IPhone,50696,2/4/2023,Amex Platinum
2968810,6359566,Alternative Asset Purchase,Office in HongKong,32033,4/26/2023,Amex Platinum
3386459,684491,Investment Contribution,Hedge Fund,11935,2/28/2023,Amex Platinum
11348477,9253490,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
12157375,13787507,Investment Contribution,Hedge Fund,11947,6/15/2023,Corporate credit card
940571,5088880,Fabric Procurement,Sustainable Fabric Import,1299,4/13/2023,Corporate credit card
16665519,15941892,Fabric Procurement,Sustainable Fabric Import,1299,4/24/2023,Corporate credit card
13521180,10757521,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
9466553,10913132,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
11694836,11590967,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
10832718,2810830,Technology Investment,Gucci,50696,1/1/2023,Corporate credit card
12407104,9690386,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
11912453,15265204,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Amex Platinum
16005890,8493007,Fabric Procurement,Sustainable Fabric Import,1299,4/10/2023,Amex Platinum
11683556,1723780,Technology Investment,IPhone,50696,1/1/2023,Amex Platinum
7268717,16507836,Fabric Procurement,Sustainable Fabric Import,1299,4/9/2023,Corporate credit card
13420379,13208180,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
12977836,14973514,Investment Contribution,Hedge Fund,11953,1/1/2023,Amex Platinum
1574787,10315568,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
14425839,16707370,Fabric Procurement,Sustainable Fabric Import,1299,5/18/2023,Amex Platinum
5572046,19197,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
10767608,740519,Alternative Asset Purchase,Office in HongKong,32096,6/15/2023,Corporate credit card
8234837,5972484,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
767900,13500025,Alternative Asset Purchase,Office in HongKong,32123,6/15/2023,Corporate credit card
16080234,11147674,Technology Investment,IPhone,50696,1/1/2023,Amex Platinum
8331577,11390810,Luxury Shopping,Gucci,50696,4/1/2023,Amex Platinum
5936524,8626914,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
3917909,16477873,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
6687773,7202551,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
3855680,3642366,Fabric Procurement,Sustainable Fabric Import,1299,2/26/2023,Amex Platinum
3242354,7841653,Alternative Asset Purchase,Office in HongKong,32130,1/1/2023,Amex Platinum
7140517,8340195,Luxury Shopping,Gucci,50696,1/1/2023,Corporate credit card
347766,13648329,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
4925049,3214087,Luxury Shopping,Gucci,50696,3/31/2023,Corporate credit card
2165409,7111335,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
15846131,13394662,Fabric Procurement,Sustainable Fabric Import,1299,3/27/2023,Corporate credit card
5694955,1280881,Fabric Procurement,Sustainable Fabric Import,1299,5/13/2023,Corporate credit card
9572607,11144928,Fabric Procurement,Sustainable Fabric Import,1299,3/28/2023,Amex Platinum
13056207,15189402,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
16149070,2919066,Technology Investment,Gucci,50696,2/11/2023,Amex Platinum
8678120,11851203,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
1337319,2133179,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Amex Platinum
15661703,15130855,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
11279009,893340,Alternative Asset Purchase,Office in HongKong,32136,1/1/2023,Amex Platinum
11304404,3884644,Investment Contribution,Hedge Fund,11971,1/13/2023,Corporate credit card
7781227,16679313,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
9535549,11661382,Alternative Asset Purchase,Office in HongKong,32171,4/21/2023,Corporate credit card
3678783,11328685,Investment Contribution,Hedge Fund,12000,1/1/2023,Amex Platinum
12796407,10283655,Alternative Asset Purchase,Office in HongKong,32176,1/1/2023,Corporate credit card
1766486,9444614,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
2206953,5014319,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
16467350,2717176,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
9628044,6026161,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
7459739,13743626,Fabric Procurement,Sustainable Fabric Import,1299,5/6/2023,Corporate credit card
11972083,12887790,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
16365035,13874915,Fabric Procurement,Sustainable Fabric Import,1299,1/16/2023,Corporate credit card
12486116,6516659,Investment Contribution,Hedge Fund,12013,1/1/2023,Amex Platinum
4127605,14971576,Investment Contribution,Hedge Fund,12072,6/15/2023,Amex Platinum
13108522,16100859,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
6710809,2186971,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
1788444,12423723,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
9339465,11395806,Fabric Procurement,Sustainable Fabric Import,1299,1/24/2023,Amex Platinum
8721113,6432688,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
11807708,1901778,Fabric Procurement,Sustainable Fabric Import,1299,4/3/2023,Corporate credit card
3506643,8561361,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
15162784,38721,Alternative Asset Purchase,Office in HongKong,32201,4/15/2023,Corporate credit card
14480038,6727521,Alternative Asset Purchase,Office in HongKong,32202,1/1/2023,Amex Platinum
7150244,9051260,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Amex Platinum
1495737,5430883,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
1955776,6696083,Luxury Shopping,IPhone,50696,6/15/2023,Amex Platinum
1847956,649318,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
8132091,6186227,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
1211273,9519510,Luxury Shopping,IPhone,50696,1/1/2023,Corporate credit card
4498489,14535141,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
2564783,14255604,Alternative Asset Purchase,Office in HongKong,32214,3/19/2023,Corporate credit card
6688999,4013382,Investment Contribution,Hedge Fund,12083,6/15/2023,Corporate credit card
11726511,5889385,Investment Contribution,Hedge Fund,12086,5/4/2023,Corporate credit card
4382284,10896776,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
8396623,1378678,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
15186935,13788906,Fabric Procurement,Sustainable Fabric Import,1299,2/26/2023,Amex Platinum
10157273,2086573,Technology Investment,Gucci,50696,1/24/2023,Amex Platinum
13011931,2559742,Technology Investment,Gucci,50696,1/1/2023,Amex Platinum
5134975,3577611,Fabric Procurement,Sustainable Fabric Import,1299,5/30/2023,Amex Platinum
3433478,13489090,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
665959,634581,Investment Contribution,Hedge Fund,12111,1/1/2023,Amex Platinum
13339450,4024294,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
9839069,14546570,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
16689179,2083396,Investment Contribution,Hedge Fund,12124,1/1/2023,Amex Platinum
1270773,8952504,Alternative Asset Purchase,Office in HongKong,32218,1/1/2023,Corporate credit card
8747691,5017940,Alternative Asset Purchase,Office in HongKong,32278,1/1/2023,Corporate credit card
14771510,6915981,Investment Contribution,Hedge Fund,12157,1/1/2023,Amex Platinum
1163241,4477381,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
11060536,16704868,Alternative Asset Purchase,Office in HongKong,32281,1/1/2023,Amex Platinum
2350522,11916054,Fabric Procurement,Sustainable Fabric Import,1299,3/19/2023,Amex Platinum
1736434,16121232,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
3893505,9398259,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
300741,9465553,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
610375,7405330,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
8299054,16517064,Fabric Procurement,Sustainable Fabric Import,1299,3/30/2023,Amex Platinum
3419542,5060353,Investment Contribution,Hedge Fund,12190,1/8/2023,Corporate credit card
8307361,10149986,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
9653731,1346114,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
16016486,8401385,Investment Contribution,Hedge Fund,12203,6/15/2023,Amex Platinum
15879754,1525275,Technology Investment,IPhone,50696,1/1/2023,Corporate credit card
8764641,7121158,Investment Contribution,Hedge Fund,12209,1/1/2023,Corporate credit card
14174039,4186960,Investment Contribution,Hedge Fund,12216,1/1/2023,Corporate credit card
15925084,10192621,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
7528637,3306733,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
10507496,14489958,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
7800499,4878292,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Amex Platinum
10935596,11833387,Luxury Shopping,IPhone,50696,1/1/2023,Corporate credit card
15258999,7923660,Alternative Asset Purchase,Office in HongKong,32282,1/1/2023,Amex Platinum
11061152,3391343,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
6193884,12949302,Alternative Asset Purchase,Office in HongKong,32318,2/3/2023,Amex Platinum
3056936,946069,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
12329189,5643720,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
9371283,13244004,Fabric Procurement,Sustainable Fabric Import,1299,5/17/2023,Corporate credit card
2861153,15326701,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
2516363,13195915,Alternative Asset Purchase,Office in HongKong,32324,1/1/2023,Corporate credit card
807997,13178954,Fabric Procurement,Sustainable Fabric Import,1299,5/23/2023,Corporate credit card
166159,14163719,Investment Contribution,Hedge Fund,12217,1/1/2023,Corporate credit card
6221136,15777240,Alternative Asset Purchase,Office in HongKong,32328,1/1/2023,Amex Platinum
7569555,2929464,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
13866887,2745861,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
9426147,1892680,Alternative Asset Purchase,Office in HongKong,32352,1/1/2023,Corporate credit card
1458226,9495161,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
10914052,13443785,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
3695342,15354819,Fabric Procurement,Sustainable Fabric Import,1299,1/31/2023,Corporate credit card
9054408,7101729,Fabric Procurement,Sustainable Fabric Import,1299,3/26/2023,Corporate credit card
272493,7891315,Technology Investment,Gucci,50696,1/1/2023,Amex Platinum
11030905,14086049,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
9614685,7564736,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
15850255,6153781,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
1846328,10256063,Alternative Asset Purchase,Office in HongKong,32369,2/18/2023,Amex Platinum
14739256,9789367,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
5422651,6904074,Fabric Procurement,Sustainable Fabric Import,1299,1/18/2023,Corporate credit card
4825285,15256083,Luxury Shopping,IPhone,50696,6/15/2023,Corporate credit card
11873730,5997398,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Corporate credit card
15845366,9099811,Luxury Shopping,Gucci,50696,5/15/2023,Amex Platinum
11056276,1289032,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
5859932,6317444,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
6685349,1642554,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Amex Platinum
1020737,16662118,Fabric Procurement,Sustainable Fabric Import,1299,1/10/2023,Amex Platinum
13189454,3507359,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
4142949,1501446,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
11889511,13541317,Fabric Procurement,Sustainable Fabric Import,1299,6/15/2023,Amex Platinum
1755375,9657730,Investment Contribution,Hedge Fund,12220,1/1/2023,Amex Platinum
10924995,13345096,Fabric Procurement,Sustainable Fabric Import,1299,2/5/2023,Amex Platinum
1302965,739145,Investment Contribution,Hedge Fund,12244,6/15/2023,Corporate credit card
247943,16421691,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
16592664,6609463,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Amex Platinum
4224495,12902502,Fabric Procurement,Sustainable Fabric Import,1299,2/20/2023,Corporate credit card
5513264,15097154,Fabric Procurement,Sustainable Fabric Import,1299,1/1/2023,Corporate credit card
1823184,13258844,Alternative Asset Purchase,Office in HongKong,32382,6/15/2023,Amex Platinum
